City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
508,siuna,NI,72.72,scattered clouds,13.7332,-84.7773,hotel los chinitos
509,tazovskiy,RU,40.3,light rain,67.4667,78.7,TazHostel
510,dudinka,RU,42.24,broken clouds,69.4058,86.1778,Hotel Viktoria
514,lixourion,GR,74.48,few clouds,38.2019,20.4314,Hotel Summery
515,nogliki,RU,60.98,overcast clouds,51.8333,143.1667,"Hotel ""Nogliki"""
517,port elizabeth,ZA,53.89,light rain,-33.918,25.5701,39 On Nile Guest House
519,saint-raymond,CA,62.92,clear sky,45.467,-73.6095,Le Chabrol Hôtel et Suites
520,coolum beach,AU,73.35,scattered clouds,-26.5333,153.1,Palmer Coolum Resort
521,padilla,CO,71.17,scattered clouds,3.2204,-76.3139,La Granadina
522,saint-pierre,RE,74.28,clear sky,-21.3393,55.4781,Lindsey Hôtel
523,menongue,AO,58.87,scattered clouds,-14.6585,17.691,Ritz Lauca
528,lukovetskiy,RU,40.98,overcast clouds,64.2956,41.9211,Gostinitsa
529,kyshtovka,RU,54.3,broken clouds,56.555,76.6271,Uyutnaya Mini-Hotel
530,antofagasta,CL,56.48,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
532,kasungu,MW,64.98,clear sky,-13.0333,33.4833,Mame Motel
536,kigorobya,UG,65.57,overcast clouds,1.6162,31.3089,Palace guest house kigorobya
538,mildura,AU,72.07,light rain,-34.2,142.15,Mercure Hotel Mildura
540,vredendal,ZA,51.12,clear sky,-31.6683,18.5012,Tharrakamma Guest House
541,casselman,CA,58.32,clear sky,45.3168,-75.0826,Microtel by Wyndham Casselman
542,leirvik,NO,54.01,overcast clouds,59.7798,5.5005,Stord Hotel
543,hovd,MN,65.32,broken clouds,48.0056,91.6419,Hotel Khovd
544,strezhevoy,RU,53.58,light rain,60.7333,77.5889,Sibiryachka
545,nenjiang,CN,66.67,clear sky,49.1833,125.2167,Nenjiang Apartment
546,flagstaff,US,70.57,clear sky,35.1981,-111.6513,Drury Inn & Suites Flagstaff
