City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,airai,TL,-8.9266,125.4092,78.89,31,0,6.11,clear sky
359,byron bay,AU,-28.65,153.6167,73.71,59,13,9.13,few clouds
360,nereju,RO,45.7167,26.7167,63.72,60,100,4.97,overcast clouds
361,nizhnyaya tura,RU,58.6293,59.8118,38.34,98,100,9.01,overcast clouds
362,cabo san lucas,MX,22.8909,-109.9124,81.52,83,17,1.99,few clouds
363,college,US,64.8569,-147.8028,54.59,54,1,3.44,clear sky
364,kruisfontein,ZA,-34.0033,24.7314,50.88,72,76,9.53,light rain
365,pontianak,ID,-0.0333,109.3333,87.78,66,75,5.75,broken clouds
366,timbiqui,CO,2.7717,-77.6654,75.96,93,82,1.97,light rain
367,olden,NO,61.8364,6.8064,59.16,87,100,5.41,overcast clouds
368,port lincoln,AU,-34.7333,135.8667,63.07,56,1,26.84,clear sky
369,mayo,US,38.8876,-76.5119,74.21,94,90,8.01,overcast clouds
370,esperance,AU,-33.8667,121.9,53.44,73,85,20.51,overcast clouds
371,montego bay,JM,18.4712,-77.9188,76.8,88,20,3.44,few clouds
372,pacifica,US,37.6138,-122.4869,62.58,86,20,3.0,mist
373,nome,US,64.5011,-165.4064,45.16,68,99,9.04,overcast clouds
374,hwange,ZW,-18.3693,26.5019,70.27,31,48,2.48,scattered clouds
375,teknaf,BD,20.8624,92.3058,79.41,91,100,9.08,overcast clouds
376,presidente medici,BR,-11.1753,-61.9014,81.14,58,48,1.81,scattered clouds
377,izumo,JP,35.3667,132.7667,84.09,65,75,8.05,light rain
378,gaozhou,CN,21.9392,110.8461,89.6,59,24,4.07,few clouds
379,ola,RU,59.5833,151.2833,56.68,68,7,3.94,clear sky
380,manokwari,ID,-0.8667,134.0833,83.93,71,42,11.16,scattered clouds
381,maragogi,BR,-9.0122,-35.2225,74.21,85,8,7.7,clear sky
382,kutum,SD,14.2,24.6667,76.57,34,31,9.04,scattered clouds
383,hov,NO,60.6987,10.3519,46.29,91,96,2.3,overcast clouds
384,tromso,NO,69.6496,18.957,37.42,87,0,2.3,clear sky
385,birjand,IR,32.8663,59.2211,76.64,11,0,3.91,clear sky
386,itaituba,BR,-4.2761,-55.9836,75.51,80,86,2.53,overcast clouds
387,comodoro rivadavia,AR,-45.8667,-67.5,57.06,41,0,14.97,clear sky
388,krasnyy bogatyr,RU,56.0145,41.1296,41.11,79,100,3.83,overcast clouds
389,panaba,MX,21.2833,-88.2667,79.88,82,97,10.85,overcast clouds
390,sarakhs,IR,36.5449,61.1577,69.94,30,0,4.61,clear sky
391,svetlogorsk,BY,52.6333,29.7333,46.89,95,100,11.32,overcast clouds
392,ulaanbaatar,MN,47.9077,106.8832,62.73,42,40,6.71,scattered clouds
393,japura,ID,-0.3167,102.35,86.29,68,31,3.27,scattered clouds
394,vostok,RU,46.4856,135.8833,60.06,68,85,4.36,overcast clouds
395,churapcha,RU,62.0025,132.4325,50.09,86,100,7.76,overcast clouds
396,vilhena,BR,-12.7406,-60.1458,71.15,73,8,1.34,clear sky
397,markova,UA,48.6758,24.4138,57.61,90,91,5.35,overcast clouds
398,camacupa,AO,-12.0167,17.4833,61.16,27,81,1.74,broken clouds
399,haines junction,CA,60.7522,-137.5108,42.75,75,98,3.44,overcast clouds
400,isiro,CD,2.7739,27.616,64.29,100,100,2.44,overcast clouds
401,dicabisagan,PH,17.0818,122.4157,87.69,64,100,6.17,overcast clouds
402,khandyga,RU,62.6667,135.6,53.1,82,100,3.58,light rain
403,puerto colombia,CO,10.9878,-74.9547,82.49,85,24,12.03,few clouds
404,mende,FR,44.6667,3.5,51.31,95,100,2.73,overcast clouds
405,vila velha,BR,-20.3297,-40.2925,75.15,83,75,10.36,broken clouds
406,englehart,CA,47.8169,-79.8664,60.82,82,75,8.05,broken clouds
407,pocone,BR,-16.2567,-56.6228,81.43,48,13,3.2,few clouds
408,harrisburg,US,40.2737,-76.8844,72.14,83,100,4.0,overcast clouds
409,narsaq,GL,60.9167,-46.05,37.96,64,96,6.13,overcast clouds
410,riyadh,SA,24.6877,46.7219,75.34,17,19,7.7,few clouds
411,serenje,ZM,-13.2325,30.2352,61.14,52,14,3.33,few clouds
412,nadym,RU,65.5333,72.5167,42.12,80,100,23.09,overcast clouds
413,alexandria,EG,31.2156,29.9553,78.76,61,40,13.8,scattered clouds
414,camocim,BR,-2.9022,-40.8411,78.42,84,20,14.67,few clouds
415,ixtapa,MX,20.7,-105.2,76.23,100,100,3.06,overcast clouds
416,sur,OM,22.5667,59.5289,89.02,47,30,8.5,scattered clouds
417,funtua,NG,11.5233,7.3081,68.27,95,100,5.55,overcast clouds
418,yaan,NG,7.3833,8.5667,72.34,97,100,2.53,light rain
419,turukhansk,RU,65.8167,87.9833,44.08,72,100,19.19,overcast clouds
420,escanaba,US,45.7453,-87.0646,67.95,81,0,11.99,clear sky
421,kayseri,TR,38.737,35.4968,55.42,82,75,0.0,broken clouds
422,bereznik,RU,62.8551,42.7072,39.99,96,100,5.64,overcast clouds
423,jalu,LY,29.0331,21.5482,71.56,56,0,7.76,clear sky
424,blyth,GB,55.1271,-1.5086,54.46,92,100,4.43,overcast clouds
425,klaksvik,FO,62.2266,-6.589,54.52,97,100,27.83,overcast clouds
426,faya,SA,18.3851,42.4509,63.12,44,9,2.06,clear sky
427,dong hoi,VN,17.4833,106.6,87.28,70,76,5.48,broken clouds
428,walvis bay,NA,-22.9575,14.5053,53.1,93,0,10.36,clear sky
429,pahrump,US,36.2083,-115.9839,86.11,12,0,1.01,clear sky
430,henties bay,NA,-22.116,14.2845,52.86,87,0,5.64,clear sky
431,cidreira,BR,-30.1811,-50.2056,60.51,76,44,16.84,scattered clouds
432,noyabrsk,RU,63.1994,75.4507,41.32,97,100,18.19,overcast clouds
433,alice springs,AU,-23.7,133.8833,85.55,17,90,12.66,overcast clouds
434,mirabad,AF,30.4362,61.8383,86.23,13,0,14.18,clear sky
435,lukulu,ZM,-14.3707,23.242,70.27,29,69,4.36,broken clouds
436,sunrise manor,US,36.2111,-115.0731,90.05,10,1,5.75,clear sky
437,dover,US,39.1582,-75.5244,74.01,99,90,10.36,overcast clouds
438,gigmoto,PH,13.7796,124.39,85.14,71,85,4.05,overcast clouds
439,camacha,PT,33.0833,-16.3333,69.53,78,40,11.5,scattered clouds
440,husavik,IS,66.0449,-17.3389,48.11,86,100,4.79,overcast clouds
441,esna,EG,25.2934,32.554,75.22,50,3,14.9,clear sky
442,nhulunbuy,AU,-12.2333,136.7667,84.81,51,40,18.41,scattered clouds
443,sao felix do xingu,BR,-6.6447,-51.995,75.99,59,27,1.79,scattered clouds
444,atar,MR,20.5169,-13.0499,92.16,24,92,10.58,overcast clouds
445,nouadhibou,MR,20.931,-17.0347,73.38,83,0,19.57,clear sky
446,kholm,RU,59.2667,32.85,33.94,97,30,3.8,scattered clouds
447,sarkand,KZ,45.41,79.9186,77.23,20,49,4.32,scattered clouds
448,phra phutthabat,TH,14.7253,100.7954,84.52,78,97,7.65,overcast clouds
449,port hardy,CA,50.6996,-127.4199,51.98,76,90,14.97,moderate rain
450,sulecin,PL,52.4443,15.1168,59.72,89,100,8.9,overcast clouds
451,panjab,AF,34.388,67.0233,58.96,13,0,1.57,clear sky
452,kinablangan,PH,7.6947,126.5503,83.43,75,100,6.64,overcast clouds
453,wattegama,LK,6.7989,81.4808,86.92,57,97,7.23,overcast clouds
454,ratnagiri,IN,16.9833,73.3,80.58,80,74,5.79,broken clouds
455,marystown,CA,47.1666,-55.1483,54.19,84,97,7.92,overcast clouds
456,kahului,US,20.8947,-156.47,80.96,74,95,14.23,overcast clouds
457,celestun,MX,20.8667,-90.4,82.0,81,92,10.58,overcast clouds
458,taltal,CL,-25.4,-70.4833,57.58,77,1,2.3,clear sky
459,nioro,GM,13.35,-15.75,73.58,97,99,8.01,overcast clouds
460,mandera,KE,3.9366,41.867,77.2,64,23,9.89,few clouds
461,nizwa,OM,22.9333,57.5333,89.08,24,93,1.97,overcast clouds
462,marrakesh,MA,31.6315,-8.0083,68.07,73,0,2.3,clear sky
463,gatton,AU,-27.55,152.2833,78.35,28,3,5.23,clear sky
464,port-gentil,GA,-0.7193,8.7815,77.77,79,100,9.06,overcast clouds
465,adra,ES,36.7496,-3.0206,72.81,74,0,0.54,clear sky
466,sioux lookout,CA,50.1001,-91.917,53.67,100,75,4.61,broken clouds
467,motihari,IN,26.65,84.9167,80.29,86,100,13.13,moderate rain
468,angoche,MZ,-16.2325,39.9086,72.14,90,8,9.24,clear sky
469,lincolnton,US,35.4737,-81.2545,73.35,84,100,4.0,overcast clouds
470,concepcion del oro,MX,24.6333,-101.4167,64.45,68,83,1.16,broken clouds
471,lorengau,PG,-2.0226,147.2712,84.36,68,27,12.08,scattered clouds
472,lazaro cardenas,MX,17.9583,-102.2,78.57,87,86,2.48,overcast clouds
473,abu samrah,SY,35.3029,37.1841,66.47,81,0,5.53,clear sky
474,batsfjord,NO,70.6345,29.7185,41.22,79,100,9.44,overcast clouds
475,panguna,PG,-6.3164,155.4848,75.97,78,79,2.06,light rain
476,quelimane,MZ,-17.8786,36.8883,71.55,94,0,4.61,clear sky
477,chapada dos guimaraes,BR,-15.4606,-55.7497,69.46,42,6,2.15,clear sky
478,mao,ES,39.8885,4.2658,72.16,83,0,8.05,clear sky
479,neyshabur,IR,36.2133,58.7958,76.28,13,0,1.48,clear sky
480,key west,US,24.5557,-81.7826,82.99,69,42,8.14,scattered clouds
481,hamilton,US,39.1834,-84.5333,70.99,91,0,2.37,clear sky
482,sedro-woolley,US,48.5039,-122.2361,57.81,83,90,0.0,overcast clouds
483,katobu,ID,-4.9408,122.5276,84.27,66,100,8.19,overcast clouds
484,challans,FR,46.8436,-1.8749,58.12,85,75,3.15,broken clouds
485,kuusamo,FI,65.9667,29.1833,30.24,93,75,5.75,broken clouds
486,chuncheng,CN,22.1731,111.7886,92.21,56,31,1.97,scattered clouds
487,algiers,DZ,36.7525,3.042,73.22,88,75,4.61,broken clouds
488,oromocto,CA,45.8351,-66.4792,53.74,94,1,5.75,clear sky
489,flinders,AU,-34.5833,150.8552,72.18,57,1,4.0,clear sky
490,khvatovka,RU,52.3524,46.5628,43.66,72,99,6.11,overcast clouds
491,belyy yar,RU,53.6039,91.3903,57.09,67,0,4.47,clear sky
492,la orilla,MX,17.9833,-102.2333,77.81,89,84,3.44,broken clouds
493,ugoofaaru,MV,5.6667,73.0,82.49,77,92,11.43,overcast clouds
494,batemans bay,AU,-35.7167,150.1833,73.2,41,0,10.63,clear sky
495,coruripe,BR,-10.1256,-36.1756,73.15,86,14,7.87,few clouds
496,coahuayana,MX,18.7333,-103.6833,77.05,94,100,2.82,overcast clouds
497,acari,PE,-15.4311,-74.6158,64.76,70,44,3.47,scattered clouds
498,leh,IN,34.1667,77.5833,59.25,21,1,1.54,clear sky
499,hue,VN,16.4667,107.6,87.91,66,20,4.61,few clouds
500,nanortalik,GL,60.1432,-45.2371,41.05,74,100,6.98,overcast clouds
501,sambava,MG,-14.2667,50.1667,71.19,82,43,6.15,light rain
502,kommunar,RU,59.6206,30.39,41.67,93,92,4.05,overcast clouds
503,tiarei,PF,-17.5333,-149.3333,82.42,76,6,21.03,light rain
504,tautira,PF,-17.7333,-149.15,82.42,75,17,20.18,light rain
505,santiago del estero,AR,-27.7951,-64.2615,58.8,31,0,8.14,clear sky
506,komatipoort,ZA,-25.4332,31.9548,64.06,71,100,13.67,light rain
507,pirapo,PY,-26.85,-55.5333,62.42,98,100,5.37,light rain
508,siuna,NI,13.7332,-84.7773,72.72,97,28,1.1,scattered clouds
509,tazovskiy,RU,67.4667,78.7,40.3,92,100,20.11,light rain
510,dudinka,RU,69.4058,86.1778,42.24,75,59,9.6,broken clouds
511,katherine,AU,-14.4667,132.2667,97.12,11,48,10.36,scattered clouds
512,mamallapuram,IN,12.6264,80.1722,89.65,64,97,5.32,overcast clouds
513,bulolo,PG,-7.2,146.65,80.62,71,100,4.21,overcast clouds
514,lixourion,GR,38.2019,20.4314,74.48,61,15,0.81,few clouds
515,nogliki,RU,51.8333,143.1667,60.98,77,94,16.78,overcast clouds
516,axim,GH,4.8699,-2.2405,75.31,93,41,5.14,scattered clouds
517,port elizabeth,ZA,-33.918,25.5701,53.89,76,75,17.27,light rain
518,douglas,US,41.3,-96.167,79.32,69,1,5.99,clear sky
519,saint-raymond,CA,45.467,-73.6095,62.92,73,1,1.14,clear sky
520,coolum beach,AU,-26.5333,153.1,73.35,58,35,10.11,scattered clouds
521,padilla,CO,3.2204,-76.3139,71.17,80,25,3.56,scattered clouds
522,saint-pierre,RE,-21.3393,55.4781,74.28,61,0,6.91,clear sky
523,menongue,AO,-14.6585,17.691,58.87,25,30,1.63,scattered clouds
524,malangali,TZ,-8.5667,34.85,59.61,88,5,5.64,clear sky
525,mitsamiouli,KM,-11.3847,43.2844,75.49,78,20,9.22,few clouds
526,vanavara,RU,60.34,102.2797,45.19,66,95,4.7,overcast clouds
527,ndele,CF,8.4109,20.6473,66.87,98,100,6.91,overcast clouds
528,lukovetskiy,RU,64.2956,41.9211,40.98,90,100,7.38,overcast clouds
529,kyshtovka,RU,56.555,76.6271,54.3,75,63,11.05,broken clouds
530,antofagasta,CL,-23.65,-70.4,56.48,80,46,2.55,scattered clouds
531,tilichiki,RU,60.4667,166.1,53.53,54,22,4.85,few clouds
532,kasungu,MW,-13.0333,33.4833,64.98,65,8,4.32,clear sky
533,nouakchott,MR,18.0858,-15.9785,82.33,69,96,6.91,overcast clouds
534,puerto ayacucho,VE,5.6639,-67.6236,75.52,88,7,2.55,clear sky
535,finschhafen,PG,-6.6024,147.8681,79.66,81,99,14.36,overcast clouds
536,kigorobya,UG,1.6162,31.3089,65.57,83,99,4.12,overcast clouds
537,ciudad bolivar,VE,8.1222,-63.5497,79.39,75,17,10.16,few clouds
538,mildura,AU,-34.2,142.15,72.07,33,40,24.16,light rain
539,ponnani,IN,10.767,75.9252,83.52,75,36,5.19,scattered clouds
540,vredendal,ZA,-31.6683,18.5012,51.12,61,1,7.92,clear sky
541,casselman,CA,45.3168,-75.0826,58.32,77,0,1.14,clear sky
542,leirvik,NO,59.7798,5.5005,54.01,86,97,2.89,overcast clouds
543,hovd,MN,48.0056,91.6419,65.32,27,71,2.19,broken clouds
544,strezhevoy,RU,60.7333,77.5889,53.58,95,100,11.99,light rain
545,nenjiang,CN,49.1833,125.2167,66.67,67,2,12.08,clear sky
546,flagstaff,US,35.1981,-111.6513,70.57,39,1,4.0,clear sky
547,bien hoa,VN,10.95,106.8167,87.78,62,22,2.1,few clouds
548,nemuro,JP,43.3236,145.575,64.83,67,99,15.3,overcast clouds
549,noumea,NC,-22.2763,166.4572,75.18,55,15,12.19,few clouds
550,porosozero,RU,62.7191,32.727,37.36,88,57,5.79,broken clouds
551,baza,ES,37.4907,-2.7726,63.41,76,2,2.24,clear sky
552,sitka,US,57.0531,-135.33,47.79,87,100,8.21,light rain
553,genhe,CN,50.7833,121.5167,58.78,44,18,12.66,few clouds
554,bilibino,RU,68.0546,166.4372,37.38,69,67,7.76,broken clouds
555,gamba,GA,-2.65,10.0,75.4,89,100,6.91,light rain
556,santa maria,BR,-29.6842,-53.8069,54.7,76,0,9.22,clear sky
557,sakakah,SA,29.9697,40.2064,76.57,23,0,7.34,clear sky
558,necochea,AR,-38.5473,-58.7368,53.04,80,0,10.96,clear sky
559,egvekinot,RU,66.3167,-179.1667,31.35,84,93,3.09,overcast clouds
560,voyinka,UA,45.8699,33.9914,57.92,50,0,2.42,clear sky
561,teya,RU,60.3778,92.6267,47.8,83,100,7.38,overcast clouds
562,santa catalina,PH,9.3337,122.8637,79.3,88,100,9.95,overcast clouds
563,tigil,RU,57.8,158.6667,55.38,73,99,5.66,overcast clouds
564,huilong,CN,31.8111,121.655,79.99,65,1,12.19,clear sky
565,san-pedro,CI,4.7485,-6.6363,73.71,96,82,5.23,light rain
566,palaikastron,GR,35.2,26.25,74.35,73,0,18.19,clear sky
567,tafresh,IR,34.692,50.013,71.73,16,0,1.41,clear sky
568,tura,IN,25.5198,90.2201,79.86,87,99,4.9,overcast clouds
569,marigot,MF,18.0667,-63.0833,82.74,83,20,5.75,few clouds
570,lindsay,US,36.203,-119.0882,80.01,66,0,3.38,clear sky
571,khandbari,NP,27.3747,87.2039,70.39,98,100,1.25,overcast clouds
572,sandwick,GB,60.0,-1.25,57.02,88,97,20.71,overcast clouds
573,buala,SB,-8.145,159.5921,85.08,66,26,7.27,light rain
574,shelburne,CA,44.0787,-80.2041,60.69,93,0,6.64,clear sky
575,biak,ID,-0.9131,122.8766,79.12,73,100,7.05,overcast clouds
576,rio verde de mato grosso,BR,-18.9181,-54.8442,83.23,49,63,3.13,broken clouds
577,kavieng,PG,-2.5744,150.7967,85.01,66,41,8.7,scattered clouds
578,port macquarie,AU,-31.4333,152.9167,67.96,57,10,12.82,clear sky
579,bonham,US,33.5773,-96.1783,79.63,73,1,4.61,haze
580,astara,AZ,38.5,48.6667,65.1,52,0,0.6,clear sky
581,sinop,TR,41.7711,34.8709,52.36,77,13,4.32,few clouds
582,taonan,CN,45.3333,122.7833,74.77,43,0,12.01,clear sky
583,omboue,GA,-1.5746,9.2618,75.51,84,95,6.71,overcast clouds
584,aden,YE,12.7794,45.0367,85.28,82,1,3.71,clear sky
585,belmonte,BR,-15.8631,-38.8828,75.7,84,64,8.25,broken clouds
586,melong,CM,5.1218,9.9614,66.67,98,100,0.18,overcast clouds
587,badah,PK,27.3332,68.0135,99.9,37,0,13.98,clear sky
588,palauig,PH,15.435,119.9045,85.15,70,92,6.35,overcast clouds
589,tabou,CI,4.423,-7.3528,76.28,89,90,7.47,light rain
590,iguape,BR,-24.7081,-47.5553,64.98,92,100,8.88,light rain
591,terrace bay,CA,48.7834,-87.1,67.62,89,99,18.32,overcast clouds
592,salalah,OM,17.0151,54.0924,80.2,85,88,4.38,overcast clouds
593,kirksville,US,40.1948,-92.5833,67.05,64,0,9.42,clear sky
594,yeppoon,AU,-23.1333,150.7333,78.58,56,1,11.79,clear sky
595,eyl,SO,7.9803,49.8164,79.36,76,34,19.19,scattered clouds
596,novyy urengoy,RU,66.0833,76.6333,40.15,93,100,19.53,overcast clouds
597,fare,PF,-16.7,-151.0167,78.98,70,0,21.61,clear sky
598,beloha,MG,-25.1667,45.05,68.32,80,0,5.79,clear sky
599,kieta,PG,-6.2167,155.6333,83.57,71,71,7.2,light rain
600,solnechnyy,RU,50.7214,136.6319,66.47,35,2,1.39,clear sky
601,pishva,IR,35.308,51.7267,81.61,10,0,2.57,clear sky
602,mandiana,GN,10.6333,-8.6833,71.31,96,60,4.07,broken clouds
603,ishigaki,JP,24.3448,124.1572,87.93,79,40,8.05,scattered clouds
604,bikaner,IN,28.0167,73.3,88.52,54,0,11.36,clear sky
605,gualeguay,AR,-33.1416,-59.3097,50.72,80,0,7.81,clear sky
606,phatthalung,TH,7.5,100.0833,84.15,76,97,6.22,overcast clouds
607,kamiichi,JP,36.7,137.3667,82.09,47,75,11.5,broken clouds
608,qena,EG,26.1615,32.7183,75.31,50,0,8.66,clear sky
609,emerald,AU,-23.5333,148.1667,82.54,30,0,10.36,clear sky
610,salinopolis,BR,-0.6136,-47.3561,78.13,85,4,6.35,clear sky
611,bastia,FR,42.6667,9.3333,75.0,87,0,4.61,clear sky
612,slave lake,CA,55.2834,-114.769,46.38,66,75,4.61,broken clouds
613,jaru,BR,-10.4389,-62.4664,81.66,55,53,2.35,broken clouds
614,herat,AF,34.5,62.0,78.39,13,0,3.2,clear sky
615,srednekolymsk,RU,67.45,153.6833,57.47,47,100,7.87,overcast clouds
616,sistranda,NO,63.7256,8.834,53.91,86,92,4.94,overcast clouds
617,diosjeno,HU,47.9397,19.0432,67.48,91,100,3.24,light rain
618,nara,JP,34.6851,135.8049,74.57,73,100,9.06,light rain
619,gladstone,AU,-23.85,151.25,75.13,50,29,13.8,scattered clouds
620,doha,QA,25.2867,51.5333,91.38,60,0,6.91,clear sky
621,beeskow,DE,52.1667,14.25,60.19,89,92,5.01,overcast clouds
622,gasa,PS,31.5,34.4667,73.38,63,1,3.27,clear sky
623,aqtobe,KZ,50.2797,57.2072,48.29,57,0,11.18,clear sky
624,jumla,NP,29.2747,82.1838,63.52,85,100,1.14,overcast clouds
625,neiafu,TO,-18.65,-173.9833,83.08,69,20,11.5,few clouds
626,novoagansk,RU,61.9449,76.6625,49.35,98,100,10.96,moderate rain
627,caconda,AO,-13.7333,15.0667,58.32,77,3,2.44,clear sky
628,kanchanaburi,TH,14.6333,99.1,83.84,73,98,1.48,overcast clouds
629,manaus,BR,-3.1019,-60.025,75.7,94,40,2.3,scattered clouds
630,polyarnyy,RU,69.1989,33.4478,37.87,89,100,4.38,overcast clouds
631,klin,RU,56.3333,36.7333,41.31,78,100,2.71,overcast clouds
632,saint-francois,FR,46.4154,3.9054,57.47,100,0,4.61,clear sky
633,sangmelima,CM,2.9333,11.9833,67.5,100,100,1.77,light rain
634,muriti,TZ,-1.9833,32.9167,64.51,71,76,7.99,light rain
635,ostersund,SE,63.1792,14.6357,41.45,87,90,11.5,overcast clouds
636,guerrero negro,MX,27.9769,-114.0611,69.96,80,5,17.11,clear sky
637,golpayegan,IR,33.4537,50.2884,71.26,18,0,2.33,clear sky
638,terre haute,US,39.4667,-87.4139,72.97,88,90,1.99,overcast clouds
639,talaya,RU,61.3833,152.75,60.22,41,2,12.57,clear sky
640,sovetskiy,RU,61.3614,63.5842,38.57,88,100,16.67,overcast clouds
641,invermere,CA,50.5167,-116.0354,43.11,54,13,2.77,few clouds
642,vanimo,PG,-2.6741,141.3028,84.49,67,51,11.01,broken clouds
643,carmen,MX,18.6333,-91.8333,83.23,81,68,7.34,broken clouds
644,stadthagen,DE,52.3233,9.2031,58.05,92,62,7.54,broken clouds
645,pangody,RU,65.85,74.4859,40.37,87,99,19.3,overcast clouds
646,gull lake,CA,50.1001,-108.4847,48.56,38,88,9.84,overcast clouds
647,santa cruz,BO,-17.8,-63.1667,65.66,68,1,5.75,clear sky
648,mujiayingzi,CN,42.1167,118.7833,69.12,39,0,2.21,clear sky
649,torbay,CA,47.6666,-52.7314,58.57,90,40,12.66,scattered clouds
650,deputatskiy,RU,69.3,139.9,42.71,74,100,1.99,overcast clouds
651,rio gallegos,AR,-51.6226,-69.2181,33.85,100,75,5.75,fog
652,smolenka,RU,52.1352,113.4974,55.47,41,93,8.95,overcast clouds
653,talara,PE,-4.5772,-81.2719,65.57,83,30,13.24,scattered clouds
654,skelleftea,SE,64.7507,20.9528,41.36,93,90,2.3,overcast clouds
655,san vicente,AR,-26.6167,-54.1333,58.93,94,98,4.14,light rain
656,sechura,PE,-5.5569,-80.8222,63.82,80,10,13.18,clear sky
657,labuhan,ID,-6.8844,112.2051,88.59,58,2,7.9,clear sky
658,boueni,YT,-12.9025,45.0761,71.58,77,14,1.7,few clouds
659,yar-sale,RU,66.8333,70.8333,40.84,85,95,17.96,overcast clouds
660,fairview,US,40.8126,-73.999,72.72,85,100,4.0,overcast clouds
661,kamennogorsk,RU,60.9545,29.1339,41.81,80,70,4.97,broken clouds
662,hualmay,PE,-11.0964,-77.6139,60.48,84,17,10.18,few clouds
663,lima,PE,-12.0432,-77.0282,58.14,88,90,4.61,overcast clouds
664,poum,NC,-20.2333,164.0167,70.88,61,0,21.34,clear sky
665,yuncheng,CN,35.0231,110.9928,67.03,94,100,1.28,light rain
666,lunca cernii de jos,RO,45.6333,22.6167,59.79,90,100,2.73,overcast clouds
667,anloga,GH,5.7947,0.8973,77.22,90,64,11.9,broken clouds
668,namwala,ZM,-15.7504,26.4384,68.81,35,22,4.59,few clouds
669,kingisepp,RU,59.3733,28.6134,35.89,91,92,4.52,overcast clouds
670,tokur,RU,53.1333,132.9,48.38,50,43,11.99,scattered clouds
671,siniscola,IT,40.5719,9.6922,74.75,75,94,5.75,overcast clouds
672,bandarbeyla,SO,9.4942,50.8122,79.84,76,14,25.72,few clouds
